address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,business_parking,ambience,categories_array
1215 Rue Sainte-Catherine Est,"{""WiFi"": ""u'free'"", ""Alcohol"": ""u'full_bar'"", ""RestaurantsPriceRange2"": ""1"", ""HasTV"": ""False"", ""RestaurantsReservations"": ""False"", ""OutdoorSeating"": ""True"", ""NoiseLevel"": ""u'average'"", ""RestaurantsTakeOut"": ""True"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""BikeParking"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""GoodForKids"": ""True"", ""RestaurantsAttire"": ""u'casual'"", ""RestaurantsDelivery"": ""False""}",jITHnWKlvHt_JwXkTWjC7g,"""Bubble Tea, Food, Tea Rooms, Restaurants, Taiwanese""",Montréal,"{""Monday"": ""7:0-20:0"", ""Tuesday"": ""7:0-20:0"", ""Wednesday"": ""7:0-20:0"", ""Thursday"": ""7:0-21:0"", ""Friday"": ""7:0-21:0"", ""Saturday"": ""7:0-21:0"", ""Sunday"": ""7:30-19:0""}",0,45.5186956,-73.5561635,Nos Thés,H2L 2H1,11,4.5,QC,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""TRUE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Bubble Tea,Food,Tea Rooms,Restaurants,Taiwanese}"
"7729 S Rainbow Blvd, Ste 9B","{""RestaurantsTakeOut"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsReservations"": ""False"", ""GoodForKids"": ""True"", ""HasTV"": ""False"", ""BikeParking"": ""False"", ""RestaurantsDelivery"": ""False"", ""WiFi"": ""u'free'"", ""Alcohol"": ""u'none'"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsPriceRange2"": ""1"", ""WheelchairAccessible"": ""True"", ""Caters"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""RestaurantsTableService"": ""False"", ""OutdoorSeating"": ""True"", ""NoiseLevel"": ""'quiet'"", ""BusinessAcceptsCreditCards"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", ""GoodForMeal"": ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}",oUX2bYbqjqST-urKbOHG6w,"""Desserts, Shaved Ice, Juice Bars & Smoothies, Bubble Tea, Restaurants, Shaved Snow, Themed Cafes, Sandwiches, Food, Coffee & Tea, Cafes""",Las Vegas,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""9:30-2:0"", ""Wednesday"": ""9:30-2:0"", ""Thursday"": ""9:30-2:0"", ""Friday"": ""9:30-2:0"", ""Saturday"": ""9:30-2:0"", ""Sunday"": ""11:30-20:0""}",1,36.0481653646,-115.2442547161,Loftti Cafe,89139,239,4.5,NV,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""TRUE"", ""hipster"": ""TRUE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Desserts,Shaved Ice,Juice Bars & Smoothies,Bubble Tea,Restaurants,Shaved Snow,Themed Cafes,Sandwiches,Food,Coffee & Tea,Cafes}"
3255 Highway 7,"{""RestaurantsPriceRange2"": ""1"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""WiFi"": ""'no'"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""False"", ""Caters"": ""False""}",wzftx9rDfO7w5eeQZMO6rw,"""Bubble Tea, Juice Bars & Smoothies, Food""",Markham,null,1,43.84985,-79.3476695,Fruitti Mix,L3R 3P9,8,5,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Juice Bars & Smoothies,Food}"
"5418 Yonge Street, Suite 12","{""GoodForKids"": ""True"", ""HasTV"": ""False"", ""RestaurantsTakeOut"": ""True"", ""Alcohol"": ""'none'"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", ""GoodForMeal"": ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsGoodForGroups"": ""False"", ""BikeParking"": ""False"", ""WiFi"": ""'free'"", ""RestaurantsAttire"": ""'casual'"", ""OutdoorSeating"": ""False"", ""NoiseLevel"": ""u'average'"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsDelivery"": ""False"", ""Caters"": ""False"", ""RestaurantsTableService"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsReservations"": ""False""}",z9SjyM0Ixr1ud8zI7Y93-A,"""Sandwiches, Restaurants, Cafes, Bubble Tea, Desserts, Food, Breakfast & Brunch""",Toronto,"{""Monday"": ""10:0-22:30"", ""Tuesday"": ""10:0-22:30"", ""Wednesday"": ""10:0-22:30"", ""Thursday"": ""10:0-22:30"", ""Friday"": ""10:0-22:30"", ""Saturday"": ""10:0-22:30""}",0,43.7754662,-79.4149038,The Cups,M2N 6X4,70,4,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Sandwiches,Restaurants,Cafes,Bubble Tea,Desserts,Food,Breakfast & Brunch}"
"2430 Lucknow Drive, Unit 19","{""OutdoorSeating"": ""True"", ""WiFi"": ""u'free'"", ""WheelchairAccessible"": ""True"", ""BikeParking"": ""True"", ""HasTV"": ""True"", ""NoiseLevel"": ""u'quiet'"", ""RestaurantsTableService"": ""False"", ""RestaurantsReservations"": ""True"", ""Alcohol"": ""u'none'"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""DogsAllowed"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""Caters"": ""True"", ""RestaurantsDelivery"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsAttire"": ""'casual'"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""GoodForKids"": ""True""}",fKPPF6tS1wmHyZDjIuOVTw,"""Juice Bars & Smoothies, Restaurants, Food, Salad, Coffee & Tea, Cafes, Bubble Tea""",Mississauga,"{""Monday"": ""8:0-18:0"", ""Tuesday"": ""8:0-18:0"", ""Wednesday"": ""8:0-18:0"", ""Thursday"": ""8:0-18:0"", ""Friday"": ""8:0-18:0"", ""Saturday"": ""8:0-18:0"", ""Sunday"": ""10:0-17:0""}",1,43.6937715,-79.6555611,Trish Juice,L5S 1V3,4,4,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Juice Bars & Smoothies,Restaurants,Food,Salad,Coffee & Tea,Cafes,Bubble Tea}"
1857 N Scottsdale Rd,null,42eixGgo0CM_fXfD17NDGQ,"""Restaurants, Bubble Tea, Food, Noodles, Ramen, Japanese""",Tempe,"{""Tuesday"": ""10:30-21:0"", ""Wednesday"": ""10:30-21:0"", ""Thursday"": ""11:0-17:0"", ""Friday"": ""16:0-21:30"", ""Saturday"": ""10:30-21:30"", ""Sunday"": ""10:30-21:30""}",1,33.4508727,-111.9250589,Ramen Time,85281,22,4.5,AZ,,,"{Restaurants,Bubble Tea,Food,Noodles,Ramen,Japanese}"
"3400 S Jones Blvd, Ste 20",null,4aCun88uZMOsAoymY5Li3w,"""Bubble Tea, Coffee & Tea, Food, Restaurants, Taiwanese""",Las Vegas,"{""Monday"": ""11:0-2:0"", ""Tuesday"": ""11:0-2:0"", ""Wednesday"": ""11:0-2:0"", ""Thursday"": ""11:0-2:0"", ""Friday"": ""11:0-2:0"", ""Saturday"": ""11:0-2:0"", ""Sunday"": ""11:0-2:0""}",1,36.1266569491,-115.2242819387,Icy Juicy,89146,259,3,NV,,,"{Bubble Tea,Coffee & Tea,Food,Restaurants,Taiwanese}"
"210 E Trade St, Ste C-248","{""RestaurantsPriceRange2"": ""1"", ""RestaurantsDelivery"": ""True"", ""Caters"": ""True"", ""WiFi"": ""u'free'"", ""RestaurantsTakeOut"": ""True"", ""OutdoorSeating"": ""True"", ""BusinessParking"": ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", ""NoiseLevel"": ""u'average'"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", ""BikeParking"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""HasTV"": ""True"", ""RestaurantsReservations"": ""False"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""Alcohol"": ""u'beer_and_wine'"", ""GoodForKids"": ""True"", ""RestaurantsAttire"": ""u'casual'"", ""BusinessAcceptsCreditCards"": ""True""}",Jo6EcTFYMMFbbdmkSPG5ug,"""Beer, Wine & Spirits, Japanese, Food, Bubble Tea, Restaurants""",Charlotte,"{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-23:0"", ""Saturday"": ""11:0-23:0""}",1,35.22532,-80.842489,Fuji Hibachi & Teriyaki Grill,28202,50,3,NC,"{""lot"": ""FALSE"", ""valet"": ""TRUE"", ""garage"": ""TRUE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Beer,Wine & Spirits,Japanese,Food,Bubble Tea,Restaurants}"
3446 W Camelback Rd,"{""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True"", ""Caters"": ""True"", ""DogsAllowed"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""BusinessAcceptsCreditCards"": ""True"", ""WheelchairAccessible"": ""True"", ""WiFi"": ""u'free'""}",U5qwBnjmf54Q4pW8Zajt7A,"""Food, Bubble Tea, Do-It-Yourself Food, Ice Cream & Frozen Yogurt, Desserts""",Phoenix,"{""Monday"": ""10:45-20:30"", ""Tuesday"": ""10:30-21:0"", ""Wednesday"": ""10:30-21:0"", ""Thursday"": ""10:30-21:0"", ""Friday"": ""10:0-21:30"", ""Saturday"": ""10:0-21:30"", ""Sunday"": ""10:0-21:0""}",1,33.510306,-112.1324027,YobaHut,85017,36,4,AZ,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Food,Bubble Tea,Do-It-Yourself Food,Ice Cream & Frozen Yogurt,Desserts}"
"5955 Latimer Drive, Unit 11","{""WiFi"": ""u'free'"", ""RestaurantsTakeOut"": ""True"", ""Caters"": ""False"", ""OutdoorSeating"": ""False"", ""BikeParking"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsPriceRange2"": ""1"", ""WheelchairAccessible"": ""True""}",NF8zp1tRDoj1SUJIsuA4Kg,"""Desserts, Juice Bars & Smoothies, Bubble Tea, Coffee & Tea, Food""",Mississauga,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""12:0-22:0"", ""Wednesday"": ""12:0-22:0"", ""Thursday"": ""12:0-22:0"", ""Friday"": ""12:0-0:0"", ""Saturday"": ""12:0-0:0"", ""Sunday"": ""12:0-18:0""}",1,43.6088837426,-79.6963212267,Bubbletease,L5V 0B7,46,3,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Desserts,Juice Bars & Smoothies,Bubble Tea,Coffee & Tea,Food}"
1428 Queen St W,"{""DogsAllowed"": ""False"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""WiFi"": ""u'no'""}",nDvSHngXRRju6ib-cHoCkg,"""Restaurants, Cafes, Food, Ice Cream & Frozen Yogurt, Comfort Food, Bubble Tea""",Toronto,"{""Monday"": ""13:0-20:0"", ""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-23:0"", ""Saturday"": ""11:0-23:0"", ""Sunday"": ""13:0-20:0""}",1,43.641097,-79.435192,Star Ice Cream,M6K 1L9,3,5,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Restaurants,Cafes,Food,Ice Cream & Frozen Yogurt,Comfort Food,Bubble Tea}"
213 16 Avenue NE,"{""GoodForKids"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsGoodForGroups"": ""True""}",MpQPnbr9IyrL4W35VbA5_Q,"""Bubble Tea, Food, Juice Bars & Smoothies""",Calgary,null,1,51.0668146,-114.0590416,CoCo Tea Fresh & Juice,T2E 1J9,9,4,AB,,,"{Bubble Tea,Food,Juice Bars & Smoothies}"
701 Dundas Street W,"{""WiFi"": ""u'no'"", ""RestaurantsDelivery"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""Alcohol"": ""'none'"", ""WheelchairAccessible"": ""True"", ""RestaurantsTableService"": ""True"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsReservations"": ""True"", ""GoodForKids"": ""True"", ""Caters"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""OutdoorSeating"": ""False"", ""BikeParking"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""HasTV"": ""False"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", ""RestaurantsPriceRange2"": ""2"", ""NoiseLevel"": ""'quiet'"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}",TL0k1WXn9PAF7CTE8Cs6lA,"""Thai, Food, Restaurants, Bubble Tea, Vietnamese""",Whitby,"{""Monday"": ""11:30-21:0"", ""Wednesday"": ""11:30-21:0"", ""Thursday"": ""11:30-21:0"", ""Friday"": ""11:30-21:30"", ""Saturday"": ""11:30-21:30"", ""Sunday"": ""15:0-21:0""}",1,43.8777353,-78.9495509,Hai Thai & Vietnamese Cuisine,L1N 2N3,15,4.5,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Thai,Food,Restaurants,Bubble Tea,Vietnamese}"
883 Mulock Drive,"{""RestaurantsDelivery"": ""False"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",lmEbI7AzxFxTAKmJF0V7lw,"""Restaurants, Burgers, Breakfast & Brunch, Cafes, Bubble Tea, Food, Sandwiches""",Newmarket,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""8:30-19:30"", ""Wednesday"": ""8:30-19:30"", ""Thursday"": ""8:30-19:30"", ""Friday"": ""11:30-18:0"", ""Saturday"": ""11:30-18:30""}",1,44.0462399,-79.435973,QQ Cafe,L3Y 8S3,3,4,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Restaurants,Burgers,Breakfast & Brunch,Cafes,Bubble Tea,Food,Sandwiches}"
"3140 S Gilbert Rd, Ste 1","{""BikeParking"": ""True"", ""Alcohol"": ""'full_bar'"", ""Caters"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsTableService"": ""True"", ""OutdoorSeating"": ""True"", ""HasTV"": ""True"", ""RestaurantsDelivery"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""WiFi"": ""'free'"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""GoodForKids"": ""True"", ""WheelchairAccessible"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""RestaurantsReservations"": ""True"", ""NoiseLevel"": ""'average'"", ""RestaurantsGoodForGroups"": ""True"", ""BusinessAcceptsCreditCards"": ""True""}",7J_8O6w79raFRSORc3bRew,"""Bubble Tea, Restaurants, Food, Vietnamese""",Chandler,"{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-21:30"", ""Saturday"": ""11:0-21:30"", ""Sunday"": ""11:0-20:30""}",1,33.2606712,-111.7903914,AZ Pho & Grill,85286,298,4,AZ,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Bubble Tea,Restaurants,Food,Vietnamese}"
"28 Finch Avenue W, Unit 110","{""WiFi"": ""u'free'"", ""BikeParking"": ""True"", ""Caters"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""WheelchairAccessible"": ""True"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",4gCyDvrUAGGHgb55Zjsh3g,"""Bubble Tea, Coffee & Tea, Food""",Toronto,"{""Monday"": ""12:0-23:0"", ""Tuesday"": ""12:0-23:0"", ""Wednesday"": ""12:0-23:0"", ""Thursday"": ""13:0-23:0"", ""Friday"": ""12:0-23:0"", ""Saturday"": ""12:0-23:0"", ""Sunday"": ""12:0-23:0""}",0,43.7794025612,-79.4180839509,One Ten Cafe,M2N 2G7,65,4,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Coffee & Tea,Food}"
1228 Rue Bishop,"{""RestaurantsDelivery"": ""False"", ""HasTV"": ""False"", ""Ambience"": ""None"", ""RestaurantsPriceRange2"": ""1"", ""BikeParking"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsTableService"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""Alcohol"": ""u'none'"", ""GoodForMeal"": ""None"", ""Caters"": ""False"", ""GoodForKids"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsAttire"": ""u'casual'"", ""OutdoorSeating"": ""True"", ""NoiseLevel"": ""u'loud'""}",KMA1sN-RlOiSEi_nmH26Sw,"""Bubble Tea, Food, Desserts, Chinese, Restaurants, Taiwanese""",Montréal,null,0,45.4959047324,-73.5755065084,Sugar Marmalade,H3G 2E3,47,2.5,QC,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Food,Desserts,Chinese,Restaurants,Taiwanese}"
5075 S Pecos Rd,"{""Caters"": ""True"", ""RestaurantsTableService"": ""True"", ""NoiseLevel"": ""'average'"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""DogsAllowed"": ""False"", ""RestaurantsDelivery"": ""True"", ""RestaurantsReservations"": ""True"", ""OutdoorSeating"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""WheelchairAccessible"": ""True"", ""GoodForKids"": ""True"", ""RestaurantsAttire"": ""u'casual'"", ""WiFi"": ""u'no'"", ""BikeParking"": ""True"", ""HasTV"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""Alcohol"": ""u'none'""}",oyPvqoQhsdkfUeHtdPD7BQ,"""Food, Chinese, Bubble Tea, Restaurants, Juice Bars & Smoothies, Asian Fusion, Cafes, Thai""",Las Vegas,"{""Tuesday"": ""11:0-20:30"", ""Wednesday"": ""11:0-20:30"", ""Thursday"": ""11:0-20:30"", ""Friday"": ""11:0-20:30"", ""Saturday"": ""11:0-20:30"", ""Sunday"": ""12:0-19:0""}",0,36.0972977,-115.1013785,J-Wok Cafe,89120,65,4,NV,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Food,Chinese,Bubble Tea,Restaurants,Juice Bars & Smoothies,Asian Fusion,Cafes,Thai}"
"4135 S Buffalo Dr, Ste 102","{""BusinessAcceptsCreditCards"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""BikeParking"": ""True"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsDelivery"": ""False""}",tfTCs7JZRJFpMXypjSX3FA,"""Bakeries, Food, Bubble Tea, Donuts""",Las Vegas,"{""Monday"": ""7:0-13:0"", ""Tuesday"": ""7:0-18:0"", ""Wednesday"": ""7:0-18:0"", ""Thursday"": ""7:0-18:0"", ""Friday"": ""7:0-18:0"", ""Saturday"": ""7:0-16:0"", ""Sunday"": ""7:0-16:0""}",0,36.1136678,-115.2614725,Chef Zen,89147,73,4,NV,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Bakeries,Food,Bubble Tea,Donuts}"
4750 N Central Ave,"{""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""WiFi"": ""u'free'"", ""BikeParking"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""DogsAllowed"": ""True"", ""Caters"": ""False"", ""BusinessAcceptsBitcoin"": ""False"", ""WheelchairAccessible"": ""True"", ""OutdoorSeating"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",RvG07zPC9O_g9GXA5Lt9gQ,"""Coffee & Tea, Nightlife, Shaved Ice, Arts & Entertainment, Food, Shaved Snow, Music Venues, Bubble Tea, Juice Bars & Smoothies""",Phoenix,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""11:0-23:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-23:0"", ""Saturday"": ""11:0-23:0"", ""Sunday"": ""11:0-18:0""}",1,33.5059910242,-112.0740579544,My Tea,85012,113,4,AZ,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Coffee & Tea,Nightlife,Shaved Ice,Arts & Entertainment,Food,Shaved Snow,Music Venues,Bubble Tea,Juice Bars & Smoothies}"
4069 Spring Mountain Rd,"{""DogsAllowed"": ""False"", ""Caters"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""WiFi"": ""u'free'"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""OutdoorSeating"": ""False"", ""WheelchairAccessible"": ""True""}",q6WNhaXjmhngOdxN4qDGRg,"""Bubble Tea, Coffee & Tea, Juice Bars & Smoothies, Food""",Las Vegas,"{""Monday"": ""10:0-23:0"", ""Tuesday"": ""10:0-23:0"", ""Wednesday"": ""10:0-0:0"", ""Thursday"": ""10:0-23:0"", ""Friday"": ""10:0-23:0"", ""Saturday"": ""10:0-0:0"", ""Sunday"": ""10:0-0:0""}",1,36.1261329,-115.1940793,BAMBU,89102,75,4,NV,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Coffee & Tea,Juice Bars & Smoothies,Food}"
